mod,type,dupes,itemId,threadIndex
+8% to Quality of Socketed Gems,crafted,1,cdc8283c13b4b398fdd9f58247f5acb1dd604aac0c476da7e155d85f9a0e878c,3458051
+1 to Level of Socketed Dexterity Gems,crucible,1,cdc8283c13b4b398fdd9f58247f5acb1dd604aac0c476da7e155d85f9a0e878c,3458051
-3% to Critical Strike Chance,crucible,1,cdc8283c13b4b398fdd9f58247f5acb1dd604aac0c476da7e155d85f9a0e878c,3458051
+100% to Global Critical Strike Multiplier,crucible,1,cdc8283c13b4b398fdd9f58247f5acb1dd604aac0c476da7e155d85f9a0e878c,3458051
20% reduced Flask Charges gained,crucible,1,cdc8283c13b4b398fdd9f58247f5acb1dd604aac0c476da7e155d85f9a0e878c,3458051
Flasks applied to you have 15% increased Effect,crucible,1,cdc8283c13b4b398fdd9f58247f5acb1dd604aac0c476da7e155d85f9a0e878c,3458051
Rampage,crucible,1,cdc8283c13b4b398fdd9f58247f5acb1dd604aac0c476da7e155d85f9a0e878c,3458051
Molten Strike fires 2 additional Projectiles,enchant,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
8% of Physical Damage from Hits taken as Fire Damage,implicit,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
16% of Fire Damage taken Recouped as Life,implicit,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
+48 to Evasion Rating,explicit,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
+139 to maximum Life,explicit,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
+35% to Chaos Resistance,explicit,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
+21% chance to Suppress Spell Damage,fractured,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
180% increased Duration of Ailments you inflict while Focused,fractured,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
8% of Physical Damage from Hits taken as Fire Damage,crafted,1,1c3678f6324d216c4f1079e4b85d8e2b07b87bbcd71283bce59c2b114f85de0e,3458051
Hatred has 30% increased Mana Reservation Efficiency,enchant,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
12% increased Mana Reservation Efficiency of Skills,implicit,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
11% increased Cast Speed,implicit,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
+60 to maximum Energy Shield,explicit,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
50% increased Rarity of Items found,explicit,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
10% increased Mana Reservation Efficiency of Skills,explicit,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
+70 to maximum Mana,fractured,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
20% increased Quantity of Items found,fractured,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
10% increased Mana Reservation Efficiency of Skills,fractured,1,4870aac74ac5b3f888a3217b4a0138122e37574e6e40fa5c6414c2bfb8080074,3458051
30% reduced Storm Call Duration,enchant,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
8% of Physical Damage from Hits taken as Chaos Damage,implicit,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
11% increased Cast Speed,implicit,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
100% increased Energy Shield,explicit,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
10% increased Mana Reservation Efficiency of Skills,explicit,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
12% chance to Avoid Elemental Damage from Hits during Soul Gain Prevention,explicit,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
+72 to maximum Mana,fractured,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
20% increased Quantity of Items found,fractured,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
10% increased Mana Reservation Efficiency of Skills,fractured,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
8% of Physical Damage from Hits taken as Fire Damage,crafted,1,df9cfa2e314809abb2776d44277d12c8eb539d77e39fbff1bc469dc672916fb2,3458051
8% increased Explicit Life Modifier magnitudes,enchant,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
Hatred has 30% increased Aura Effect,implicit,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
Flasks applied to you have 17% increased Effect,implicit,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
10% increased maximum Life,explicit,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
10% increased maximum Mana,explicit,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
10% increased Mana Reservation Efficiency of Skills,explicit,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
+33% chance to Suppress Spell Damage,fractured,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
+127 to maximum Life,fractured,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
10% increased maximum Life,fractured,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
25% increased Area of Effect,fractured,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
6% of Physical Damage from Hits taken as Fire Damage,crafted,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
6% of Physical Damage from Hits taken as Lightning Damage,crafted,1,a1b4730fbc1c46668a641179f5c827ea3e3662d58acef686602d923d4b2dfb21,3458051
"Inflict Cold Exposure on Hit, applying -16% to Cold Resistance",implicit,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
25% chance to Unnerve Enemies for 4 seconds on Hit,implicit,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
+14% chance to Suppress Spell Damage,explicit,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
+89 to maximum Life,explicit,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
+48% to Fire Resistance,explicit,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
20% increased Quantity of Items found,fractured,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
60% increased Damage while Leeching,fractured,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
60% increased Damage with Vaal Skills,crafted,1,0e1812f07b4bef3587c567a6ec5591414c507f8e5020d2c46915b1268770b82f,3458051
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
8% increased Cooldown Recovery Rate,implicit,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
6% increased Action Speed,implicit,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
+55 to Strength,explicit,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
Regenerate 94.8 Life per second,explicit,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
30% increased Movement Speed,explicit,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
12% increased Movement Speed if you haven't been Hit Recently,explicit,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
Adds 2 to 4 Fire Damage to Attacks per 10 Strength,explicit,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
20% increased Quantity of Items found,fractured,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
+70 to maximum Life,crafted,1,766e5345532b2e0716367c56fbcce7f3ce4d94db25e7bfe908bbe55656bf5be4,3458051
Has 1 Socket,implicit,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
Item sells for much more to vendors,implicit,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
+70% to Global Critical Strike Multiplier,explicit,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
+90 to maximum Life,explicit,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
+35% to Chaos Resistance,explicit,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
Gain 15% of Physical Damage as Extra Lightning Damage,explicit,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
25% of Physical Damage Converted to Cold Damage,explicit,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
14% increased Global Critical Strike Chance,crafted,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
5% chance to gain a Frenzy Charge on Critical Strike,crafted,1,866d1f8fcd7d705afeea6101fc52a37451b6ccde66ec80397b1502b0b0969df3,3458051
-2 Prefix Modifiers allowed,implicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
+1 Suffix Modifier allowed,implicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
Implicit Modifiers Cannot Be Changed,implicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
50% increased Suffix Modifier magnitudes,implicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
+27 to all Attributes,explicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
+98 to Intelligence,explicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
+55 to maximum Mana,explicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
7% reduced Mana Cost of Skills,explicit,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
30% increased Quantity of Items found,fractured,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
7% increased Attack Speed,crafted,1,a1399ffc67ca3d78f2e42e1bc9340afa3253fb0283353a13a5a0e534584c8e3d,3458051
Allocates Sovereignty,enchant,1,90c2f5410a6c1b016f7a6b563a0b4849a77184fbf30c84db0f2b344434f4ac9e,3493109
-2 Prefix Modifiers allowed,implicit,1,90c2f5410a6c1b016f7a6b563a0b4849a77184fbf30c84db0f2b344434f4ac9e,3493109
-1 Suffix Modifier allowed,implicit,1,90c2f5410a6c1b016f7a6b563a0b4849a77184fbf30c84db0f2b344434f4ac9e,3493109
Implicit Modifiers Cannot Be Changed,implicit,1,90c2f5410a6c1b016f7a6b563a0b4849a77184fbf30c84db0f2b344434f4ac9e,3493109
100% increased Explicit Modifier magnitudes,implicit,1,90c2f5410a6c1b016f7a6b563a0b4849a77184fbf30c84db0f2b344434f4ac9e,3493109
108% increased Rarity of Items found,explicit,1,90c2f5410a6c1b016f7a6b563a0b4849a77184fbf30c84db0f2b344434f4ac9e,3493109
40% increased Quantity of Items found,fractured,1,90c2f5410a6c1b016f7a6b563a0b4849a77184fbf30c84db0f2b344434f4ac9e,3493109
"Inflict Lightning Exposure on Hit, applying -16% to Lightning Resistance",implicit,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
30% chance to Intimidate Enemies for 4 seconds on Hit,implicit,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
+1 to Level of Socketed Intelligence Gems,explicit,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
+2 to Level of Socketed AoE Gems,explicit,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
32% increased Rarity of Items found,explicit,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
10% increased Area of Effect,explicit,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
20% increased Quantity of Items found,fractured,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
74% increased Energy Shield,crafted,1,496dc8f19262f4b3c436b446ba332169441b4695c383d5d66d9559a5eca5ec6d,3493109
-2 Prefix Modifiers allowed,implicit,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
+1 Suffix Modifier allowed,implicit,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
Implicit Modifiers Cannot Be Changed,implicit,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
50% increased Suffix Modifier magnitudes,implicit,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
+37% to Global Critical Strike Multiplier,explicit,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
39% increased Rarity of Items found,explicit,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
30% increased Quantity of Items found,fractured,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
28% increased Rarity of Items found,fractured,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
+42 to Strength and Intelligence,crafted,1,e108efc91e783e6d32d3b7e7aaa5cf77c664ea9f790fa7dbca4783d2f6335eda,3493109
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
7% increased Cooldown Recovery Rate,implicit,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
6% increased Action Speed,implicit,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
32% increased Rarity of Items found,explicit,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
+48% to Lightning Resistance,explicit,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
30% increased Movement Speed,explicit,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
12% increased Movement Speed if you haven't been Hit Recently,explicit,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
20% increased Quantity of Items found,fractured,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
74% increased Energy Shield,crafted,1,b892897d393a5dc0151222459374a3cfac62389a428e3fa21240ccfa6eaadcec,3493109
Determination has 30% increased Mana Reservation Efficiency,enchant,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
Item sells for much more to vendors,implicit,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
12% increased Mana Reservation Efficiency of Skills,implicit,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
26% reduced Mana Cost of Attacks,implicit,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
+2 to Level of Socketed AoE Gems,explicit,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
50% increased Rarity of Items found,explicit,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
10% increased Area of Effect,explicit,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
+73 to maximum Mana,fractured,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
20% increased Quantity of Items found,fractured,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
10% increased Mana Reservation Efficiency of Skills,fractured,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
45% increased Rarity of Items Dropped by Slain Rare or Unique Enemies,crafted,1,6721931c79afbad7bd2a02bccf127f204c601c77e1ab3493f45486c89d8a9d3a,3493109
15% increased Battlemage's Cry Buff Effect,enchant,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
Adds 85 to 128 Cold Damage,implicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
Your Hits treat Cold Resistance as 10% higher than actual value,implicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
+2 to Level of Socketed AoE Gems,explicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
+58 to Strength,explicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
+20% to Global Critical Strike Multiplier,explicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
+1 to Maximum Power Charges,explicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
8% increased Area of Effect,explicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
1% increased Critical Strike Chance per 10 Strength,explicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
Gain Accuracy Rating equal to your Strength,explicit,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
+70 to maximum Life,crafted,1,fafed76ad7b0d8099a2e9c8e600d4bc86323253b6850bab364b10635bc9794e5,3547757
4% increased Damage per 100 Strength,implicit,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
15% chance to Intimidate Enemies for 4 seconds on Hit,implicit,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
+2 to Level of Socketed AoE Gems,explicit,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
+55 to Strength,explicit,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
18% increased Attack Speed,explicit,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
10% increased Area of Effect,explicit,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
Adds 1 to 41 Lightning Damage to Attacks,fractured,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
+23% to Global Critical Strike Multiplier,fractured,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
28% increased Damage during any Flask Effect,crafted,1,dd1dd13f109079f53ddc045f0bf6d03c6131cfc598c1d59548288b8b5fefe54d,3547757
"While a Unique Enemy is in your Presence, Inflict Cold Exposure on Hit, applying -19% to Cold Resistance",implicit,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
Gain 1 Rage on Hit with Attacks,implicit,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
Has 1 Abyssal Socket,explicit,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
Socketed Gems are Supported by Level 4 Enhance,explicit,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
35% of Physical Damage Converted to Cold Damage,explicit,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
18% increased Attack Speed,fractured,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
+48% to Cold Resistance,fractured,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
+1 to Maximum Frenzy Charges,fractured,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
50% increased Damage with Hits against Chilled Enemies,fractured,1,043078b5b3299b8d9c86c925fbb918a5c0445f561fe264732b3bcd4bdd849ed8,3533058
+2 to Level of Socketed AoE Gems,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
Socketed Gems are Supported by Level 25 Burning Damage,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
Socketed Gems are Supported by Level 25 Concentrated Effect,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
Socketed Gems deal 30% more Elemental Damage,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
35% increased Burning Damage,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
10% increased Area of Effect,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
25% increased Area Damage,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
Nearby Enemies have -12% to Fire Resistance,explicit,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
8% of Physical Damage from Hits taken as Fire Damage,crafted,1,2abac68ba0bd651ca35bd3eb241b2f768335efc1f5c3558db853ff59a76bc366,3497701
Allocates Wild Hunger,enchant,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
Allocates Crystal Skin,enchant,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
Allocates Frenetic,enchant,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
Allocates Heart of Ice,enchant,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
+16 to all Attributes,implicit,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
Adds 15 to 25 Physical Damage to Attacks,explicit,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
+371 to Accuracy Rating,explicit,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
44% increased Global Critical Strike Chance,explicit,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
+84% to Global Critical Strike Multiplier,explicit,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
+82 to maximum Life,explicit,1,3169155ac898827886b402a8a02cbbfe23a2f36e26f0f3fa2c60166fc07f42ef,3527730
Trigger Commandment of Force on Hit,enchant,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
20% increased Melee Damage,implicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
+1 to Maximum Frenzy Charges,implicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
Grants Level 20 Aspect of the Cat Skill,explicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
+592 to Accuracy Rating,explicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
+89 to maximum Life,explicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
+1 to Maximum Frenzy Charges,explicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
50% increased Attack and Cast Speed while Focused,explicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
"10% chance that if you would gain Frenzy Charges, you instead gain up to your maximum number of Frenzy Charges",explicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
Non-Vaal Strike Skills target 2 additional nearby Enemies,explicit,1,546e2ed48d4508b88b50e060ef870c9f04ab6824b4d0fb188748ea9a730db239,3527730
Trigger Commandment of Light when you take a Critical Strike,enchant,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
+1 to Maximum Frenzy Charges,implicit,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
"Inflict Lightning Exposure on Hit, applying -14% to Lightning Resistance",implicit,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
Gain 1 Rage on Hit with Attacks,implicit,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
+1 to Level of Socketed Strength Gems,explicit,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
+1 to Level of Socketed Dexterity Gems,explicit,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
+2 to Level of Socketed AoE Gems,explicit,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
10% increased Area of Effect,explicit,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
Socketed Gems are Supported by Level 4 Enlighten,fractured,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
18% increased Attack Speed,fractured,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
131% increased Energy Shield,fractured,1,57afffe61e7625d0e9a19a70bfcc6273cc50bd873b7ad625252b4742f6f4d3d1,3527730
Tornado Shot fires 2 additional secondary Projectiles,enchant,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
